asset_name,asset_type_name,model_number,serial_number,asset_tag,qr_code,item_value,item_value_currency_code,purchase_cost,purchase_cost_currency_code,purchase_type_name,purchase_order_number,other_purchase_details,supplier_data,salvage_value,warranty,warranty_condition_type_name,warranty_expiry_date,warranty_usage_name,warranty_usage_value,insurance_number,insurance_expiry_date,expected_life_time,expected_life_time_unit_name,depreciation_value,depreciation_method_name,depreciation_start_date,decline_rate,total_estimated_units,manufacturer,responsible_person_name,department_name,latitude,longitude,received_condition_id,asset_category_name,asset_sub_category_name,asset_tags
Asset 2627,Intangible assets,CISCO-MODEL-02627,SN-0000002627,TAG-002627,,8666.09,GBP,7625.1,GBP,Purchase,PO-2025-5460,Purchase details for Asset 2627,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",1238.08,3 years,Time based,2027-09-08,Kilometers,20634,INS002627,2026-03-30,6,Hour,1238.0,Units of Production,2024-01-16,13.52,66,HP Inc.,ffd,Negombo test,6.968,80.1565,3,Network Equipment,Routers,"IT,Critical,Active"
Asset 2628,Intangible assets,LEN-MODEL-02628,SN-0000002628,TAG-002628,,525.26,GBP,475.02,USD,Purchase,PO-2025-7871,Purchase details for Asset 2628,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",60.54,5 years,Usage based,2028-02-19,Days,13162,INS002628,2028-02-17,4,Day,116.18,Straightline,2025-04-01,36.87,68,Oracle,Chamod Randeni,Negombo test,7.1027,79.7614,2,IT Equipment,Tablets,"Hardware,Standard,Reserve"
Asset 2629,Operating assets,APPLE-MODEL-02629,SN-0000002629,TAG-002629,,6339.45,EUR,5984.92,LKR,Purchase,PO-2025-7238,Purchase details for Asset 2629,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",895.26,5 years,Usage based,2027-03-22,Days,48577,INS002629,2027-08-21,12,Month,453.68,Declining Balance,2024-07-17,14.59,42,SAP,ffd,Negombo test,6.7899,80.3709,3,Machinery,Printers,"Hardware,Standard,Reserve"
Asset 2630,Operating assets,LEN-MODEL-02630,SN-0000002630,TAG-002630,,2944.44,LKR,2654.8,LKR,Hire,PO-2025-6141,Purchase details for Asset 2630,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",318.48,4 years,Time based,2030-11-03,Hours,9112,INS002630,2028-07-09,6,Hour,437.66,Sum of the Years Digits,2024-11-14,35.67,87,Microsoft,Chamod Randeni,Negombo test,6.5625,79.9475,4,Furniture,Monitors,"Software,Low Priority,Standby"
Asset 2631,Tangible assets,HP-MODEL-02631,SN-0000002631,TAG-002631,,3102.88,EUR,2746.14,EUR,Hire,PO-2025-6110,Purchase details for Asset 2631,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",409.33,2 years,Time based,2029-08-28,Hours,48683,INS002631,2026-04-10,8,Hour,336.69,Straightline,2025-04-10,32.39,9,SAP,Chamod Randeni,Negombo test,6.6557,80.1151,5,Furniture,Tablets,"IT,Critical,Active"
Asset 2632,Operating assets,CISCO-MODEL-02632,SN-0000002632,TAG-002632,,4109.26,LKR,3654.49,USD,Rent,PO-2025-5695,Purchase details for Asset 2632,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",528.48,1 years,Usage based,2027-05-03,Cycles,45412,INS002632,2028-11-10,12,Hour,298.4,Sum of the Years Digits,2025-01-06,26.94,9,Apple Inc.,ffd,Negombo test,6.658,80.049,4,Software,Monitors,"Network,High Priority,Maintenance"
Asset 2633,Intangible assets,CISCO-MODEL-02633,SN-0000002633,TAG-002633,,4561.85,EUR,4275.89,GBP,Purchase,PO-2025-4667,Purchase details for Asset 2633,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",561.92,4 years,Combined,2027-04-28,Days,9153,INS002633,2027-06-02,6,Hour,666.66,Sum of the Years Digits,2025-07-31,21.81,8,Oracle,Chamod Randeni,Negombo test,7.2464,80.3709,3,Tools,Laptops,"Software,Low Priority,Standby"
Asset 2634,Operating assets,DELL-MODEL-02634,SN-0000002634,TAG-002634,,2700.2,USD,2444.84,LKR,Rent,PO-2025-3614,Purchase details for Asset 2634,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",363.47,1 years,Usage based,2027-05-25,Kilometers,22215,INS002634,2028-04-15,13,Day,179.75,Straightline,2024-09-19,29.56,39,HP Inc.,ffd,Negombo test,6.9527,79.9348,3,Machinery,Servers,"IT,Critical,Active"
Asset 2635,Tangible assets,LEN-MODEL-02635,SN-0000002635,TAG-002635,,1732.66,EUR,1523.63,GBP,Purchase,PO-2025-4655,Purchase details for Asset 2635,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",191.9,3 years,Time based,2030-04-05,Hours,10617,INS002635,2026-05-08,8,Hour,192.59,Straightline,2025-05-22,12.94,21,Samsung,Chamod Randeni,Negombo test,6.8342,79.8479,3,Software,Laptops,"Hardware,Standard,Reserve"
Asset 2636,Tangible assets,DELL-MODEL-02636,SN-0000002636,TAG-002636,,5004.54,GBP,4601.29,GBP,Hire,PO-2025-1336,Purchase details for Asset 2636,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",644.35,2 years,Combined,2029-12-18,Days,47385,INS002636,2027-10-10,5,Month,872.04,Sum of the Years Digits,2025-09-18,28.03,72,Dell Inc.,ffd,Negombo test,6.7384,79.77,2,Software,Printers,"Software,Low Priority,Standby"
Asset 2637,Operating assets,CISCO-MODEL-02637,SN-0000002637,TAG-002637,,7122.06,LKR,6296.91,GBP,Hire,PO-2025-4877,Purchase details for Asset 2637,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",982.75,4 years,Combined,2029-07-25,Days,1410,INS002637,2028-08-06,15,Day,409.29,Straightline,2025-02-01,38.38,35,Lenovo,Chamod Randeni,Negombo test,7.1594,80.2012,3,Software,Desktops,"Network,High Priority,Maintenance"
Asset 2638,Intangible assets,CISCO-MODEL-02638,SN-0000002638,TAG-002638,,7371.85,GBP,6872.57,USD,Rent,PO-2025-3068,Purchase details for Asset 2638,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",1002.67,2 years,Combined,2028-12-06,Hours,16627,INS002638,2027-06-11,4,Year,1592.3,Sum of the Years Digits,2024-09-14,28.09,84,Dell Inc.,Chamod Randeni,Negombo test,7.2922,80.0484,4,Machinery,Desktops,"Software,Low Priority,Standby"
Asset 2639,Operating assets,CISCO-MODEL-02639,SN-0000002639,TAG-002639,,2201.49,USD,1993.75,LKR,Hire,PO-2025-4914,Purchase details for Asset 2639,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",283.39,5 years,Combined,2029-03-04,Cycles,29228,INS002639,2028-06-21,13,Month,147.55,Sum of the Years Digits,2024-01-22,30.48,91,Lenovo,ffd,Negombo test,7.3669,79.9901,2,Furniture,Desktops,"IT,Critical,Active"
Asset 2640,Operating assets,HP-MODEL-02640,SN-0000002640,TAG-002640,,2578.21,USD,2224.34,LKR,Lease,PO-2025-7414,Purchase details for Asset 2640,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",329.11,5 years,Usage based,2030-08-25,Cycles,18700,INS002640,2027-09-02,5,Year,449.82,Sum of the Years Digits,2025-10-25,12.74,75,Microsoft,Chamod Randeni,Negombo test,7.2274,79.8854,5,Machinery,Printers,"Network,High Priority,Maintenance"
Asset 2641,Tangible assets,APPLE-MODEL-02641,SN-0000002641,TAG-002641,,1229.17,USD,1150.41,LKR,Lease,PO-2025-9041,Purchase details for Asset 2641,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",133.08,5 years,Combined,2028-07-25,Days,6497,INS002641,2028-02-24,4,Hour,274.02,Straightline,2024-03-31,13.39,3,Oracle,Chamod Randeni,Negombo test,6.7603,79.9392,2,Electronics,Tablets,"Software,Low Priority,Standby"
Asset 2642,Operating assets,CISCO-MODEL-02642,SN-0000002642,TAG-002642,,9646.47,LKR,8459.47,EUR,Purchase,PO-2025-1494,Purchase details for Asset 2642,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",1161.77,5 years,Combined,2030-10-15,Days,16186,INS002642,2027-10-15,14,Year,606.05,Sum of the Years Digits,2024-08-22,19.06,85,Cisco Systems,ffd,Negombo test,6.9806,79.9724,2,Tools,Tablets,"Software,Low Priority,Standby"
Asset 2643,Operating assets,CISCO-MODEL-02643,SN-0000002643,TAG-002643,,7782.31,LKR,6857.94,USD,Lease,PO-2025-9263,Purchase details for Asset 2643,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",903.85,2 years,Usage based,2029-07-16,Hours,23981,INS002643,2026-04-19,13,Day,529.11,Units of Production,2025-01-06,23.47,35,Microsoft,Chamod Randeni,Negombo test,7.2611,79.5359,5,Software,Laptops,"Network,High Priority,Maintenance"
Asset 2644,Operating assets,CISCO-MODEL-02644,SN-0000002644,TAG-002644,,5078.51,USD,4694.63,USD,Hire,PO-2025-2441,Purchase details for Asset 2644,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",758.47,1 years,Combined,2029-11-23,Kilometers,15529,INS002644,2026-09-13,4,Year,1080.01,Declining Balance,2025-07-11,21.95,24,Lenovo,ffd,Negombo test,6.9228,80.0048,1,Machinery,Routers,"Hardware,Standard,Reserve"
Asset 2645,Tangible assets,DELL-MODEL-02645,SN-0000002645,TAG-002645,,1172.86,USD,998.52,USD,Hire,PO-2025-9920,Purchase details for Asset 2645,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",141.18,2 years,Time based,2030-09-12,Hours,19090,INS002645,2028-06-28,13,Month,79.36,Units of Production,2024-09-26,17.48,17,Cisco Systems,ffd,Negombo test,6.7979,79.6262,4,Furniture,Laptops,"Hardware,Standard,Reserve"
Asset 2646,Tangible assets,HP-MODEL-02646,SN-0000002646,TAG-002646,,5525.0,EUR,5190.81,USD,Rent,PO-2025-2525,Purchase details for Asset 2646,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",694.53,1 years,Time based,2029-06-11,Kilometers,11745,INS002646,2027-09-07,5,Month,966.09,Declining Balance,2025-08-01,16.24,16,SAP,Chamod Randeni,Negombo test,6.7414,79.9528,2,Furniture,Routers,"Software,Low Priority,Standby"
Asset 2647,Tangible assets,CISCO-MODEL-02647,SN-0000002647,TAG-002647,,1662.89,GBP,1531.13,LKR,Lease,PO-2025-7232,Purchase details for Asset 2647,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",223.31,4 years,Time based,2028-05-16,Hours,41743,INS002647,2027-07-06,10,Hour,143.96,Sum of the Years Digits,2024-10-30,20.35,25,Cisco Systems,Chamod Randeni,Negombo test,6.8009,79.7385,4,IT Equipment,Laptops,"Hardware,Standard,Reserve"
Asset 2648,Operating assets,LEN-MODEL-02648,SN-0000002648,TAG-002648,,7790.43,USD,7366.94,EUR,Lease,PO-2025-1012,Purchase details for Asset 2648,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",972.57,1 years,Time based,2027-11-27,Days,30457,INS002648,2027-04-27,10,Hour,681.79,Sum of the Years Digits,2025-10-03,28.98,54,Samsung,ffd,Negombo test,6.8318,80.2502,3,Tools,Servers,"Software,Low Priority,Standby"
Asset 2649,Intangible assets,LEN-MODEL-02649,SN-0000002649,TAG-002649,,6550.14,GBP,6136.26,LKR,Rent,PO-2025-3880,Purchase details for Asset 2649,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",746.31,2 years,Usage based,2029-02-18,Cycles,19390,INS002649,2026-12-11,12,Year,483.65,Sum of the Years Digits,2025-03-06,33.99,67,Lenovo,ffd,Negombo test,6.6848,79.7058,3,Tools,Laptops,"Hardware,Standard,Reserve"
Asset 2650,Tangible assets,CISCO-MODEL-02650,SN-0000002650,TAG-002650,,7249.72,GBP,6601.1,EUR,Rent,PO-2025-8326,Purchase details for Asset 2650,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",845.85,5 years,Time based,2030-09-07,Cycles,41846,INS002650,2026-12-12,14,Day,457.42,Straightline,2025-07-06,34.75,2,Oracle,ffd,Negombo test,7.2829,79.8342,4,Electronics,Desktops,"Software,Low Priority,Standby"
Asset 2651,Tangible assets,APPLE-MODEL-02651,SN-0000002651,TAG-002651,,3778.74,LKR,3499.15,LKR,Lease,PO-2025-7565,Purchase details for Asset 2651,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",551.77,4 years,Combined,2030-03-20,Days,4805,INS002651,2027-06-04,11,Month,293.36,Sum of the Years Digits,2024-09-16,28.25,51,Samsung,ffd,Negombo test,6.8924,80.0615,4,Tools,Desktops,"Hardware,Standard,Reserve"
Asset 2652,Intangible assets,DELL-MODEL-02652,SN-0000002652,TAG-002652,,6040.45,USD,5155.14,LKR,Purchase,PO-2025-8247,Purchase details for Asset 2652,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",826.37,3 years,Usage based,2027-10-14,Hours,6255,INS002652,2028-06-24,6,Hour,869.01,Units of Production,2024-02-19,27.35,58,IBM,Chamod Randeni,Negombo test,7.3788,80.3301,1,IT Equipment,Printers,"IT,Critical,Active"
Asset 2653,Tangible assets,HP-MODEL-02653,SN-0000002653,TAG-002653,,5265.84,GBP,4824.25,LKR,Lease,PO-2025-9244,Purchase details for Asset 2653,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",638.47,2 years,Usage based,2028-06-20,Hours,4801,INS002653,2028-02-03,8,Month,578.42,Units of Production,2024-01-24,19.5,95,HP Inc.,Chamod Randeni,Negombo test,7.4306,79.854,1,Tools,Desktops,"Network,High Priority,Maintenance"
Asset 2654,Tangible assets,APPLE-MODEL-02654,SN-0000002654,TAG-002654,,6239.42,GBP,5618.66,USD,Lease,PO-2025-1599,Purchase details for Asset 2654,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",651.33,4 years,Usage based,2028-10-27,Days,31702,INS002654,2028-06-24,12,Year,465.67,Straightline,2024-09-22,15.2,13,Cisco Systems,Chamod Randeni,Negombo test,7.094,79.9196,5,IT Equipment,Laptops,"IT,Critical,Active"
Asset 2655,Intangible assets,HP-MODEL-02655,SN-0000002655,TAG-002655,,2488.53,USD,2344.92,GBP,Rent,PO-2025-9312,Purchase details for Asset 2655,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",308.72,5 years,Usage based,2030-04-24,Cycles,48469,INS002655,2028-08-13,7,Year,311.4,Straightline,2025-05-16,21.68,84,Apple Inc.,Chamod Randeni,Negombo test,7.2385,79.7199,2,Machinery,Desktops,"Network,High Priority,Maintenance"
Asset 2656,Tangible assets,LEN-MODEL-02656,SN-0000002656,TAG-002656,,5048.45,USD,4712.02,LKR,Rent,PO-2025-2066,Purchase details for Asset 2656,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",515.58,3 years,Time based,2030-01-11,Days,45448,INS002656,2027-10-25,14,Year,323.78,Units of Production,2025-08-13,17.83,48,Cisco Systems,ffd,Negombo test,6.8668,80.449,4,Furniture,Routers,"IT,Critical,Active"
Asset 2657,Tangible assets,DELL-MODEL-02657,SN-0000002657,TAG-002657,,5751.8,USD,5434.82,USD,Rent,PO-2025-4281,Purchase details for Asset 2657,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",623.18,2 years,Combined,2029-10-16,Cycles,23831,INS002657,2027-08-06,3,Hour,1709.54,Sum of the Years Digits,2025-11-13,32.77,36,Lenovo,Chamod Randeni,Negombo test,6.5367,80.4829,2,Electronics,Printers,"Network,High Priority,Maintenance"
Asset 2658,Operating assets,DELL-MODEL-02658,SN-0000002658,TAG-002658,,2888.24,LKR,2610.98,GBP,Hire,PO-2025-5396,Purchase details for Asset 2658,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",391.53,3 years,Usage based,2030-04-04,Kilometers,17506,INS002658,2026-01-27,15,Month,166.45,Straightline,2025-11-07,26.09,5,Lenovo,Chamod Randeni,Negombo test,7.4714,80.229,5,Electronics,Desktops,"IT,Critical,Active"
Asset 2659,Operating assets,LEN-MODEL-02659,SN-0000002659,TAG-002659,,3751.47,USD,3250.88,LKR,Lease,PO-2025-5734,Purchase details for Asset 2659,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",413.62,3 years,Usage based,2027-05-15,Cycles,39279,INS002659,2028-09-27,12,Year,278.15,Straightline,2025-06-26,16.12,20,Apple Inc.,ffd,Negombo test,7.2711,80.2747,2,Network Equipment,Monitors,"Hardware,Standard,Reserve"
Asset 2660,Intangible assets,APPLE-MODEL-02660,SN-0000002660,TAG-002660,,2964.47,LKR,2573.45,USD,Purchase,PO-2025-7101,Purchase details for Asset 2660,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",381.74,5 years,Combined,2030-01-31,Days,44437,INS002660,2026-11-19,11,Day,234.79,Declining Balance,2024-07-19,13.25,45,IBM,Chamod Randeni,Negombo test,6.7466,80.2684,5,Machinery,Desktops,"Hardware,Standard,Reserve"
Asset 2661,Tangible assets,DELL-MODEL-02661,SN-0000002661,TAG-002661,,7883.21,EUR,7074.06,LKR,Hire,PO-2025-2845,Purchase details for Asset 2661,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",1037.08,3 years,Combined,2028-05-06,Kilometers,39083,INS002661,2026-05-18,14,Year,489.01,Straightline,2025-10-26,39.5,91,SAP,Chamod Randeni,Negombo test,6.7933,80.456,3,Software,Laptops,"Network,High Priority,Maintenance"
Asset 2662,Tangible assets,APPLE-MODEL-02662,SN-0000002662,TAG-002662,,5858.46,EUR,5328.05,USD,Purchase,PO-2025-1760,Purchase details for Asset 2662,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",871.56,2 years,Combined,2030-03-02,Kilometers,2702,INS002662,2027-10-16,8,Month,623.36,Units of Production,2025-05-06,36.25,20,Samsung,ffd,Negombo test,7.0379,79.9937,3,Network Equipment,Printers,"Software,Low Priority,Standby"
Asset 2663,Operating assets,DELL-MODEL-02663,SN-0000002663,TAG-002663,,5589.94,USD,4761.34,GBP,Purchase,PO-2025-4905,Purchase details for Asset 2663,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",600.35,5 years,Time based,2027-05-14,Cycles,41257,INS002663,2028-04-23,12,Year,415.8,Straightline,2024-11-26,37.31,32,Dell Inc.,Chamod Randeni,Negombo test,7.0793,80.0234,2,Machinery,Monitors,"Software,Low Priority,Standby"
Asset 2664,Operating assets,LEN-MODEL-02664,SN-0000002664,TAG-002664,,9510.48,LKR,8666.66,LKR,Lease,PO-2025-5669,Purchase details for Asset 2664,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",1135.05,4 years,Time based,2030-10-07,Hours,14213,INS002664,2028-07-24,6,Day,1395.9,Straightline,2025-08-01,15.68,15,Lenovo,Chamod Randeni,Negombo test,7.4649,80.3065,5,Furniture,Desktops,"Software,Low Priority,Standby"
Asset 2665,Intangible assets,DELL-MODEL-02665,SN-0000002665,TAG-002665,,7180.93,LKR,6648.11,GBP,Lease,PO-2025-5824,Purchase details for Asset 2665,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",888.19,2 years,Time based,2028-06-30,Hours,6884,INS002665,2028-07-06,15,Year,419.52,Straightline,2024-06-04,23.71,17,Lenovo,ffd,Negombo test,6.5809,80.4131,1,Machinery,Servers,"Network,High Priority,Maintenance"
Asset 2666,Intangible assets,DELL-MODEL-02666,SN-0000002666,TAG-002666,,2865.42,LKR,2621.69,LKR,Purchase,PO-2025-8182,Purchase details for Asset 2666,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",361.45,2 years,Time based,2027-12-10,Hours,37768,INS002666,2026-03-09,11,Day,227.63,Declining Balance,2024-10-26,12.19,84,Samsung,ffd,Negombo test,6.9869,80.2704,1,Machinery,Routers,"Network,High Priority,Maintenance"
Asset 2667,Operating assets,DELL-MODEL-02667,SN-0000002667,TAG-002667,,739.09,USD,631.77,GBP,Lease,PO-2025-7364,Purchase details for Asset 2667,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",86.45,3 years,Usage based,2027-05-26,Days,35260,INS002667,2026-03-11,7,Hour,93.23,Straightline,2024-04-10,39.05,68,Lenovo,ffd,Negombo test,7.0233,79.767,3,Electronics,Monitors,"IT,Critical,Active"
Asset 2668,Intangible assets,HP-MODEL-02668,SN-0000002668,TAG-002668,,3077.71,LKR,2838.01,EUR,Hire,PO-2025-2728,Purchase details for Asset 2668,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",454.51,5 years,Combined,2029-01-16,Cycles,4169,INS002668,2027-11-14,7,Month,374.74,Straightline,2025-11-25,10.18,20,Apple Inc.,Chamod Randeni,Negombo test,6.9237,79.588,1,Furniture,Routers,"Software,Low Priority,Standby"
Asset 2669,Intangible assets,LEN-MODEL-02669,SN-0000002669,TAG-002669,,2412.98,EUR,2131.64,LKR,Rent,PO-2025-8385,Purchase details for Asset 2669,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",312.5,5 years,Usage based,2027-07-31,Cycles,10881,INS002669,2027-06-13,10,Hour,210.05,Straightline,2025-04-17,30.17,31,Oracle,Chamod Randeni,Negombo test,7.0026,80.0686,3,IT Equipment,Desktops,"Network,High Priority,Maintenance"
Asset 2670,Intangible assets,DELL-MODEL-02670,SN-0000002670,TAG-002670,,693.01,EUR,606.83,USD,Lease,PO-2025-7869,Purchase details for Asset 2670,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",71.52,2 years,Usage based,2029-04-22,Kilometers,39936,INS002670,2027-01-30,9,Year,69.05,Units of Production,2024-01-22,31.68,30,Oracle,Chamod Randeni,Negombo test,7.4788,79.851,5,Machinery,Routers,"Software,Low Priority,Standby"
Asset 2671,Intangible assets,LEN-MODEL-02671,SN-0000002671,TAG-002671,,4255.06,EUR,3839.2,USD,Lease,PO-2025-3825,Purchase details for Asset 2671,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",488.12,1 years,Time based,2030-03-09,Hours,29552,INS002671,2027-02-09,13,Year,289.76,Sum of the Years Digits,2024-04-27,38.27,30,Lenovo,ffd,Negombo test,6.9868,79.8116,1,Software,Desktops,"Hardware,Standard,Reserve"
Asset 2672,Intangible assets,LEN-MODEL-02672,SN-0000002672,TAG-002672,,766.62,LKR,684.56,GBP,Purchase,PO-2025-8805,Purchase details for Asset 2672,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",102.23,2 years,Combined,2029-02-10,Cycles,6122,INS002672,2028-02-06,10,Day,66.44,Units of Production,2024-11-13,11.14,67,HP Inc.,Chamod Randeni,Negombo test,6.8649,80.3715,5,Furniture,Servers,"Software,Low Priority,Standby"
