item_name,item_description,category_name,item_category_type_name,type_name,unit_of_measure_name,purchase_price,purchase_price_currency_code,selling_price,selling_price_currency_code,max_inventory_level,min_inventory_level,re_order_level,low_stock_alert,over_stock_alert
Item 3230,Description for Item 3230,Office Supplies,Spare Parts,Non-Perishable,Piece,282.1,LKR,626.8,USD,858,100,499,True,False
Item 3231,Description for Item 3231,Electronics,Spare Parts,Perishable,Piece,856.59,USD,2108.77,USD,1901,125,728,False,False
Item 3232,Description for Item 3232,Medical Supplies,Consumables,Digital,Liter,319.11,LKR,500.31,EUR,570,106,255,True,False
Item 3233,Description for Item 3233,Consumables,Spare Parts,Perishable,Piece,22.33,LKR,45.76,USD,1212,175,416,False,False
Item 3234,Description for Item 3234,Tools,Consumables,Non-Perishable,Liter,609.73,GBP,1048.17,GBP,1285,135,566,True,True
Item 3235,Description for Item 3235,IT Equipment,Consumables,Digital,Liter,991.54,LKR,1308.23,EUR,1990,109,468,True,False
Item 3236,Description for Item 3236,Electronics,Spare Parts,Non-Perishable,Piece,238.33,EUR,433.95,LKR,1263,93,777,True,False
Item 3237,Description for Item 3237,IT Equipment,Spare Parts,Digital,Meter,698.67,USD,1660.55,LKR,943,132,408,True,False
Item 3238,Description for Item 3238,Electronics,Spare Parts,Perishable,Liter,22.04,USD,50.03,GBP,1623,159,682,False,False
Item 3239,Description for Item 3239,Medical Supplies,Consumables,Non-Perishable,Kilogram,541.45,LKR,860.29,LKR,951,141,434,False,True
Item 3240,Description for Item 3240,Manufacturing Parts,Consumables,Perishable,Kilogram,881.35,EUR,1933.19,EUR,1117,96,266,False,False
Item 3241,Description for Item 3241,Laboratory Equipment,Spare Parts,Non-Perishable,Meter,681.99,USD,1127.99,LKR,1082,79,137,True,False
Item 3242,Description for Item 3242,Medical Supplies,Consumables,Perishable,Piece,830.22,EUR,1763.19,EUR,922,138,340,True,True
Item 3243,Description for Item 3243,Safety Equipment,Spare Parts,Digital,Liter,907.37,EUR,2065.17,EUR,1236,53,991,False,False
Item 3244,Description for Item 3244,IT Equipment,Consumables,Perishable,Kilogram,291.83,LKR,587.77,EUR,1080,64,495,False,True
Item 3245,Description for Item 3245,Laboratory Equipment,Consumables,Non-Perishable,Piece,479.1,GBP,811.7,GBP,1214,152,886,False,True
Item 3246,Description for Item 3246,Safety Equipment,Consumables,Perishable,Meter,629.16,LKR,1294.11,USD,1855,76,155,False,False
Item 3247,Description for Item 3247,Medical Supplies,Spare Parts,Perishable,Piece,537.99,USD,1092.36,EUR,1412,176,858,False,False
Item 3248,Description for Item 3248,Electronics,Spare Parts,Perishable,Liter,975.35,EUR,2022.64,EUR,528,80,141,False,True
Item 3249,Description for Item 3249,Safety Equipment,Consumables,Non-Perishable,Piece,965.65,USD,1677.33,USD,1784,98,884,True,False
Item 3250,Description for Item 3250,Furniture,Spare Parts,Digital,Liter,952.48,GBP,1380.06,GBP,902,85,454,True,False
Item 3251,Description for Item 3251,Manufacturing Parts,Consumables,Non-Perishable,Meter,501.54,LKR,1059.96,USD,1493,198,1037,True,True
Item 3252,Description for Item 3252,Laboratory Equipment,Consumables,Non-Perishable,Kilogram,971.05,LKR,1623.48,GBP,1147,192,662,False,False
Item 3253,Description for Item 3253,Medical Supplies,Consumables,Perishable,Kilogram,739.61,LKR,1489.22,EUR,1675,107,493,True,False
Item 3254,Description for Item 3254,Manufacturing Parts,Consumables,Non-Perishable,Piece,454.62,GBP,821.38,LKR,1215,77,457,False,False
Item 3255,Description for Item 3255,Manufacturing Parts,Consumables,Perishable,Piece,870.17,EUR,1993.4,EUR,673,168,416,False,True
Item 3256,Description for Item 3256,Safety Equipment,Spare Parts,Digital,Kilogram,394.04,GBP,663.47,EUR,1233,171,298,False,True
Item 3257,Description for Item 3257,Furniture,Spare Parts,Non-Perishable,Piece,946.59,GBP,1815.64,USD,583,135,419,False,True
Item 3258,Description for Item 3258,IT Equipment,Consumables,Digital,Kilogram,835.65,USD,1070.01,GBP,1889,160,296,True,True
Item 3259,Description for Item 3259,Medical Supplies,Spare Parts,Perishable,Liter,839.55,EUR,1388.6,LKR,880,68,778,False,True
Item 3260,Description for Item 3260,Laboratory Equipment,Consumables,Non-Perishable,Kilogram,238.77,EUR,503.34,GBP,1236,196,444,False,True
Item 3261,Description for Item 3261,Manufacturing Parts,Spare Parts,Non-Perishable,Meter,897.76,USD,1233.55,USD,525,60,368,True,True
Item 3262,Description for Item 3262,Tools,Spare Parts,Digital,Meter,643.34,EUR,1402.63,GBP,1767,182,1033,True,True
Item 3263,Description for Item 3263,Electronics,Consumables,Perishable,Meter,379.4,EUR,909.84,GBP,1766,152,489,False,True
Item 3264,Description for Item 3264,Manufacturing Parts,Consumables,Digital,Kilogram,843.26,LKR,1901.8,EUR,1005,110,715,True,True
Item 3265,Description for Item 3265,Manufacturing Parts,Spare Parts,Digital,Liter,966.53,GBP,1432.72,USD,877,69,521,False,False
Item 3266,Description for Item 3266,Consumables,Spare Parts,Perishable,Meter,271.26,USD,613.88,USD,1647,129,683,False,True
Item 3267,Description for Item 3267,Medical Supplies,Spare Parts,Non-Perishable,Liter,471.78,EUR,717.05,LKR,1505,154,1167,True,False
Item 3268,Description for Item 3268,Safety Equipment,Consumables,Non-Perishable,Piece,559.25,GBP,1060.34,EUR,553,101,221,True,False
Item 3269,Description for Item 3269,Laboratory Equipment,Consumables,Digital,Meter,222.96,GBP,300.08,GBP,1189,75,852,True,False
Item 3270,Description for Item 3270,Laboratory Equipment,Spare Parts,Non-Perishable,Meter,786.47,EUR,959.54,LKR,1881,73,642,True,True
Item 3271,Description for Item 3271,Safety Equipment,Spare Parts,Non-Perishable,Meter,795.85,GBP,1747.92,EUR,688,174,332,False,False
Item 3272,Description for Item 3272,Laboratory Equipment,Spare Parts,Non-Perishable,Liter,548.14,EUR,1288.67,GBP,1842,64,480,False,False
Item 3273,Description for Item 3273,Safety Equipment,Spare Parts,Perishable,Kilogram,127.28,USD,156.76,LKR,1190,128,949,False,False
Item 3274,Description for Item 3274,Furniture,Spare Parts,Perishable,Piece,557.03,LKR,1161.69,LKR,1995,107,323,False,False
Item 3275,Description for Item 3275,Furniture,Spare Parts,Digital,Kilogram,445.81,LKR,1034.27,GBP,1492,105,985,True,True
Item 3276,Description for Item 3276,Furniture,Spare Parts,Non-Perishable,Kilogram,766.75,GBP,1196.45,USD,945,136,418,True,True
Item 3277,Description for Item 3277,Safety Equipment,Spare Parts,Non-Perishable,Piece,380.7,LKR,633.62,LKR,1354,133,982,True,True
Item 3278,Description for Item 3278,Laboratory Equipment,Consumables,Perishable,Piece,271.26,GBP,434.02,USD,1646,164,1113,False,False
Item 3279,Description for Item 3279,Furniture,Spare Parts,Perishable,Liter,584.87,GBP,727.74,GBP,975,161,809,False,True
Item 3280,Description for Item 3280,Manufacturing Parts,Spare Parts,Non-Perishable,Liter,447.99,LKR,696.82,LKR,1778,124,141,True,False
Item 3281,Description for Item 3281,Medical Supplies,Consumables,Non-Perishable,Kilogram,234.58,GBP,509.54,EUR,1815,89,1600,True,True
Item 3282,Description for Item 3282,Tools,Consumables,Digital,Piece,978.23,USD,1330.72,GBP,1052,114,620,True,True
Item 3283,Description for Item 3283,Manufacturing Parts,Consumables,Digital,Liter,776.32,USD,1732.86,GBP,964,138,439,False,True
Item 3284,Description for Item 3284,Electronics,Spare Parts,Non-Perishable,Kilogram,926.05,LKR,1247.95,LKR,1046,154,922,False,False
Item 3285,Description for Item 3285,IT Equipment,Consumables,Perishable,Liter,833.06,EUR,1309.85,LKR,506,67,96,False,True
Item 3286,Description for Item 3286,Manufacturing Parts,Consumables,Non-Perishable,Piece,57.7,LKR,142.52,LKR,566,79,241,False,False
Item 3287,Description for Item 3287,IT Equipment,Consumables,Non-Perishable,Meter,770.14,USD,935.04,LKR,1506,90,1005,True,False
Item 3288,Description for Item 3288,Consumables,Spare Parts,Non-Perishable,Meter,788.85,LKR,1157.73,USD,636,63,260,False,False
Item 3289,Description for Item 3289,Manufacturing Parts,Spare Parts,Non-Perishable,Meter,802.43,EUR,1291.63,LKR,1471,108,472,True,True
Item 3290,Description for Item 3290,Electronics,Spare Parts,Perishable,Liter,400.92,GBP,595.52,GBP,836,71,630,True,False
Item 3291,Description for Item 3291,Manufacturing Parts,Consumables,Digital,Liter,769.93,LKR,1357.95,LKR,1809,63,1502,False,False
Item 3292,Description for Item 3292,IT Equipment,Spare Parts,Digital,Liter,754.35,USD,1349.09,USD,592,176,286,True,True
Item 3293,Description for Item 3293,Manufacturing Parts,Consumables,Non-Perishable,Meter,103.92,USD,255.16,GBP,1105,104,430,False,True
Item 3294,Description for Item 3294,Laboratory Equipment,Consumables,Digital,Kilogram,324.96,EUR,745.8,USD,1634,115,417,False,False
Item 3295,Description for Item 3295,Tools,Consumables,Non-Perishable,Meter,760.87,USD,1550.07,USD,1339,179,868,False,False
Item 3296,Description for Item 3296,Tools,Consumables,Non-Perishable,Meter,741.69,GBP,1467.09,LKR,964,187,747,True,False
Item 3297,Description for Item 3297,Tools,Spare Parts,Perishable,Liter,454.42,USD,609.51,LKR,1982,175,832,True,False
Item 3298,Description for Item 3298,Safety Equipment,Spare Parts,Non-Perishable,Kilogram,468.89,EUR,667.74,USD,1254,175,318,True,False
Item 3299,Description for Item 3299,IT Equipment,Spare Parts,Non-Perishable,Liter,237.42,EUR,341.66,LKR,1727,82,366,False,False
Item 3300,Description for Item 3300,Furniture,Spare Parts,Perishable,Liter,961.24,GBP,2359.73,LKR,675,164,355,False,False
Item 3301,Description for Item 3301,Furniture,Spare Parts,Perishable,Liter,491.17,LKR,749.88,LKR,1874,140,1126,True,True
Item 3302,Description for Item 3302,Safety Equipment,Spare Parts,Perishable,Piece,472.32,USD,966.86,LKR,1883,64,301,False,True
Item 3303,Description for Item 3303,Laboratory Equipment,Spare Parts,Perishable,Kilogram,23.95,GBP,52.98,USD,1814,187,1215,True,True
Item 3304,Description for Item 3304,Laboratory Equipment,Consumables,Perishable,Liter,807.81,GBP,1129.84,USD,1928,173,541,False,True
Item 3305,Description for Item 3305,Furniture,Consumables,Perishable,Piece,813.04,GBP,1217.84,EUR,1900,69,543,True,False
Item 3306,Description for Item 3306,Furniture,Consumables,Perishable,Piece,662.68,USD,847.31,GBP,550,82,248,True,True
Item 3307,Description for Item 3307,Office Supplies,Spare Parts,Digital,Piece,480.23,USD,790.3,GBP,1497,142,1328,False,False
Item 3308,Description for Item 3308,Manufacturing Parts,Consumables,Non-Perishable,Liter,435.87,GBP,887.04,USD,804,118,231,True,False
Item 3309,Description for Item 3309,Office Supplies,Consumables,Digital,Meter,158.23,GBP,302.17,USD,1332,94,128,False,False
Item 3310,Description for Item 3310,Furniture,Spare Parts,Non-Perishable,Kilogram,342.01,GBP,540.33,GBP,1616,121,672,True,False
Item 3311,Description for Item 3311,IT Equipment,Spare Parts,Digital,Kilogram,829.99,GBP,1103.44,USD,1714,174,1155,True,True
Item 3312,Description for Item 3312,Manufacturing Parts,Consumables,Digital,Kilogram,257.13,GBP,607.27,GBP,758,194,341,True,True
Item 3313,Description for Item 3313,Consumables,Spare Parts,Digital,Piece,270.51,LKR,443.99,USD,1621,172,857,True,False
Item 3314,Description for Item 3314,Electronics,Spare Parts,Digital,Kilogram,886.65,EUR,2032.19,LKR,1290,63,545,True,True
Item 3315,Description for Item 3315,Manufacturing Parts,Spare Parts,Perishable,Meter,514.23,LKR,998.42,GBP,1490,196,1290,False,False
Item 3316,Description for Item 3316,Furniture,Spare Parts,Digital,Piece,904.82,LKR,2012.25,EUR,1908,76,991,True,False
Item 3317,Description for Item 3317,Laboratory Equipment,Consumables,Digital,Kilogram,514.01,EUR,1191.07,LKR,1698,187,1006,False,False
Item 3318,Description for Item 3318,Medical Supplies,Consumables,Non-Perishable,Kilogram,432.46,EUR,995.91,USD,821,115,716,False,True
Item 3319,Description for Item 3319,Manufacturing Parts,Spare Parts,Non-Perishable,Meter,499.04,USD,643.43,USD,1888,131,1002,True,False
Item 3320,Description for Item 3320,Manufacturing Parts,Consumables,Digital,Kilogram,231.61,LKR,381.45,LKR,1820,147,1383,True,False
Item 3321,Description for Item 3321,Office Supplies,Spare Parts,Perishable,Meter,611.75,USD,1424.74,EUR,678,92,330,False,True
Item 3322,Description for Item 3322,Safety Equipment,Spare Parts,Digital,Meter,980.73,LKR,2384.03,LKR,1234,179,811,True,True
Item 3323,Description for Item 3323,Electronics,Consumables,Digital,Piece,427.68,USD,529.47,USD,1392,149,676,True,True
Item 3324,Description for Item 3324,Laboratory Equipment,Consumables,Digital,Piece,741.93,EUR,1438.8,USD,1358,185,845,False,False
Item 3325,Description for Item 3325,Tools,Consumables,Non-Perishable,Liter,71.47,EUR,87.16,USD,607,158,309,True,True
Item 3326,Description for Item 3326,Tools,Consumables,Digital,Piece,864.67,LKR,1657.07,USD,1936,58,914,True,True
Item 3327,Description for Item 3327,Electronics,Spare Parts,Non-Perishable,Piece,548.65,GBP,1351.99,GBP,1828,104,1342,False,True
Item 3328,Description for Item 3328,Furniture,Spare Parts,Perishable,Kilogram,489.5,EUR,762.87,LKR,766,155,517,False,False
Item 3329,Description for Item 3329,Tools,Consumables,Non-Perishable,Kilogram,349.4,GBP,686.58,USD,676,159,345,False,False
Item 3330,Description for Item 3330,Safety Equipment,Spare Parts,Non-Perishable,Liter,656.63,GBP,1221.68,USD,1216,141,723,True,True
Item 3331,Description for Item 3331,Consumables,Consumables,Non-Perishable,Liter,171.68,EUR,295.66,USD,613,130,241,True,False
Item 3332,Description for Item 3332,Office Supplies,Spare Parts,Digital,Kilogram,252.54,USD,604.67,USD,1765,163,1135,False,True
Item 3333,Description for Item 3333,Manufacturing Parts,Consumables,Non-Perishable,Meter,429.13,GBP,875.66,GBP,1592,83,608,False,True
Item 3334,Description for Item 3334,IT Equipment,Spare Parts,Perishable,Meter,135.35,EUR,302.88,GBP,1957,112,1206,True,False
Item 3335,Description for Item 3335,Medical Supplies,Spare Parts,Digital,Liter,852.72,USD,1056.14,EUR,1353,157,978,False,True
Item 3336,Description for Item 3336,Furniture,Consumables,Non-Perishable,Meter,364.89,LKR,567.73,USD,517,53,180,True,True
Item 3337,Description for Item 3337,Medical Supplies,Spare Parts,Digital,Piece,338.75,EUR,736.07,GBP,717,113,469,False,True
Item 3338,Description for Item 3338,Office Supplies,Spare Parts,Digital,Liter,641.25,LKR,1272.02,GBP,1116,51,228,True,False
Item 3339,Description for Item 3339,Consumables,Spare Parts,Perishable,Kilogram,267.89,USD,666.12,GBP,1206,87,1039,False,False
Item 3340,Description for Item 3340,Manufacturing Parts,Spare Parts,Non-Perishable,Kilogram,146.14,EUR,317.21,LKR,1466,162,300,True,False
Item 3341,Description for Item 3341,Office Supplies,Consumables,Digital,Meter,129.97,USD,215.85,LKR,642,123,191,False,False
Item 3342,Description for Item 3342,Manufacturing Parts,Consumables,Digital,Meter,578.63,LKR,898.73,USD,1180,184,443,True,False
Item 3343,Description for Item 3343,Furniture,Consumables,Perishable,Piece,552.65,LKR,1049.17,LKR,1739,150,1113,True,False
Item 3344,Description for Item 3344,Tools,Consumables,Non-Perishable,Kilogram,31.99,LKR,62.02,GBP,819,120,560,False,False
Item 3345,Description for Item 3345,Medical Supplies,Spare Parts,Non-Perishable,Piece,533.73,GBP,1163.91,LKR,1061,114,321,False,False
Item 3346,Description for Item 3346,Electronics,Spare Parts,Perishable,Meter,974.87,USD,2424.67,GBP,1682,176,837,True,False
Item 3347,Description for Item 3347,Medical Supplies,Consumables,Non-Perishable,Kilogram,598.55,USD,1358.31,EUR,516,181,195,False,False
Item 3348,Description for Item 3348,Electronics,Consumables,Digital,Kilogram,372.8,EUR,879.46,USD,1893,63,1031,False,False
Item 3349,Description for Item 3349,Electronics,Spare Parts,Digital,Piece,235.85,GBP,300.7,GBP,1900,126,469,True,True
Item 3350,Description for Item 3350,Tools,Spare Parts,Perishable,Meter,255.18,LKR,592.89,USD,1947,197,1511,True,False
Item 3351,Description for Item 3351,Furniture,Consumables,Perishable,Piece,740.04,EUR,1712.1,GBP,1240,103,652,True,False
Item 3352,Description for Item 3352,Tools,Spare Parts,Digital,Piece,742.17,GBP,1722.3,USD,506,65,228,False,False
Item 3353,Description for Item 3353,Office Supplies,Consumables,Digital,Kilogram,138.68,USD,335.75,GBP,889,198,615,True,False
Item 3354,Description for Item 3354,Electronics,Spare Parts,Digital,Meter,421.53,LKR,694.5,EUR,613,153,348,False,True
Item 3355,Description for Item 3355,Electronics,Spare Parts,Perishable,Meter,751.84,USD,1344.95,LKR,951,145,706,True,False
Item 3356,Description for Item 3356,Tools,Spare Parts,Perishable,Piece,592.62,GBP,915.71,GBP,1316,82,784,False,True
Item 3357,Description for Item 3357,Medical Supplies,Consumables,Non-Perishable,Kilogram,271.2,GBP,603.54,LKR,842,167,591,True,True
Item 3358,Description for Item 3358,IT Equipment,Spare Parts,Non-Perishable,Meter,919.89,EUR,1748.1,GBP,1482,168,1259,True,False
Item 3359,Description for Item 3359,Office Supplies,Spare Parts,Digital,Kilogram,738.64,USD,1094.81,LKR,1495,124,185,False,True
Item 3360,Description for Item 3360,Manufacturing Parts,Spare Parts,Non-Perishable,Kilogram,160.05,EUR,293.32,USD,1574,162,1188,True,True
Item 3361,Description for Item 3361,Furniture,Consumables,Non-Perishable,Piece,902.53,GBP,1685.8,LKR,1053,123,411,True,False
Item 3362,Description for Item 3362,Consumables,Spare Parts,Non-Perishable,Liter,744.83,EUR,1842.87,LKR,845,143,713,False,True
Item 3363,Description for Item 3363,Furniture,Spare Parts,Digital,Meter,454.54,USD,897.77,USD,1164,176,627,True,True
Item 3364,Description for Item 3364,Consumables,Spare Parts,Non-Perishable,Kilogram,851.79,LKR,1879.27,LKR,1072,102,398,True,False
Item 3365,Description for Item 3365,Medical Supplies,Consumables,Perishable,Kilogram,884.59,EUR,1138.15,LKR,689,161,335,True,True
Item 3366,Description for Item 3366,IT Equipment,Consumables,Perishable,Liter,627.13,EUR,1309.47,LKR,1117,101,582,False,False
Item 3367,Description for Item 3367,Tools,Consumables,Digital,Kilogram,154.41,GBP,187.03,GBP,1901,103,1294,False,False
Item 3368,Description for Item 3368,Medical Supplies,Consumables,Digital,Liter,175.11,LKR,220.81,LKR,1975,50,756,False,True
Item 3369,Description for Item 3369,Tools,Consumables,Digital,Kilogram,44.55,EUR,62.21,USD,1031,115,434,True,False
