name,asset_type_name,category_name,sub_category_name,asset_description,asset_details
Asset 02930,Fixed assets,Tools,Tablets,"Description for Asset 02930, Fixed assets in Tools category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Specification""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Specification""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Configuration""}]"
Asset 02931,Intangible assets,Office Equipment,Laptops,"Description for Asset 02931, Intangible assets in Office Equipment category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Maintenance""}]"
Asset 02932,Current assets,Tools,Tablets,"Description for Asset 02932, Current assets in Tools category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Specification""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Specification""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Specification""}]"
Asset 02933,Non-operating assets,Furniture,Monitors,"Description for Asset 02933, Non-operating assets in Furniture category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""License""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Installation""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Warranty Info""}]"
Asset 02934,Intangible assets,Vehicles,Tablets,"Description for Asset 02934, Intangible assets in Vehicles category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Specification""}]"
Asset 02935,Intangible assets,Furniture,Desktops,"Description for Asset 02935, Intangible assets in Furniture category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Specification""}]"
Asset 02936,Tangible assets,Machinery,Switches,"Description for Asset 02936, Tangible assets in Machinery category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Specification""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}]"
Asset 02937,Non-operating assets,IT Equipment,Servers,"Description for Asset 02937, Non-operating assets in IT Equipment category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Installation""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Installation""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""License""}]"
Asset 02938,Fixed assets,Furniture,Phones,"Description for Asset 02938, Fixed assets in Furniture category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Specification""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Configuration""}]"
Asset 02939,Operating assets,Electronics,Switches,"Description for Asset 02939, Operating assets in Electronics category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Specification""}]"
Asset 02940,Fixed assets,Tools,Routers,"Description for Asset 02940, Fixed assets in Tools category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Installation""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Specification""}]"
Asset 02941,Operating assets,Office Equipment,Routers,"Description for Asset 02941, Operating assets in Office Equipment category","[{""details"": ""Energy efficient model"", ""detailtype"": ""License""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Warranty Info""}]"
Asset 02942,Non-operating assets,Vehicles,Routers,"Description for Asset 02942, Non-operating assets in Vehicles category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""License""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Maintenance""}]"
Asset 02943,Operating assets,Machinery,Tablets,"Description for Asset 02943, Operating assets in Machinery category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Specification""}]"
Asset 02944,Intangible assets,Furniture,Printers,"Description for Asset 02944, Intangible assets in Furniture category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Maintenance""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Maintenance""}]"
Asset 02945,Current assets,Tools,Routers,"Description for Asset 02945, Current assets in Tools category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Maintenance""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Warranty Info""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Configuration""}]"
Asset 02946,Current assets,Tools,Monitors,"Description for Asset 02946, Current assets in Tools category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Specification""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Warranty Info""}]"
Asset 02947,Non-operating assets,Software,Monitors,"Description for Asset 02947, Non-operating assets in Software category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""License""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Warranty Info""}]"
Asset 02948,Intangible assets,Network Equipment,Monitors,"Description for Asset 02948, Intangible assets in Network Equipment category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Installation""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Maintenance""}]"
Asset 02949,Intangible assets,IT Equipment,Tablets,"Description for Asset 02949, Intangible assets in IT Equipment category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Specification""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Warranty Info""}, {""details"": ""Energy efficient model"", ""detailtype"": ""License""}]"
Asset 02950,Fixed assets,Network Equipment,Tablets,"Description for Asset 02950, Fixed assets in Network Equipment category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Maintenance""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Maintenance""}]"
Asset 02951,Intangible assets,Software,Phones,"Description for Asset 02951, Intangible assets in Software category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Installation""}]"
Asset 02952,Operating assets,Network Equipment,Desktops,"Description for Asset 02952, Operating assets in Network Equipment category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Warranty Info""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Installation""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""License""}]"
Asset 02953,Tangible assets,Network Equipment,Printers,"Description for Asset 02953, Tangible assets in Network Equipment category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Specification""}]"
Asset 02954,Current assets,Furniture,Phones,"Description for Asset 02954, Current assets in Furniture category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Maintenance""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Maintenance""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Installation""}]"
Asset 02955,Fixed assets,Machinery,Routers,"Description for Asset 02955, Fixed assets in Machinery category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Maintenance""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Maintenance""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Installation""}]"
Asset 02956,Current assets,Network Equipment,Routers,"Description for Asset 02956, Current assets in Network Equipment category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Configuration""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Specification""}]"
Asset 02957,Current assets,IT Equipment,Desktops,"Description for Asset 02957, Current assets in IT Equipment category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Configuration""}]"
Asset 02958,Tangible assets,Office Equipment,Tablets,"Description for Asset 02958, Tangible assets in Office Equipment category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Maintenance""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""License""}]"
Asset 02959,Current assets,Machinery,Desktops,"Description for Asset 02959, Current assets in Machinery category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Configuration""}]"
Asset 02960,Non-operating assets,Tools,Tablets,"Description for Asset 02960, Non-operating assets in Tools category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Maintenance""}]"
Asset 02961,Fixed assets,Network Equipment,Phones,"Description for Asset 02961, Fixed assets in Network Equipment category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Specification""}]"
Asset 02962,Fixed assets,Machinery,Monitors,"Description for Asset 02962, Fixed assets in Machinery category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Installation""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Configuration""}]"
Asset 02963,Current assets,Electronics,Switches,"Description for Asset 02963, Current assets in Electronics category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""License""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Maintenance""}]"
Asset 02964,Fixed assets,Software,Monitors,"Description for Asset 02964, Fixed assets in Software category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Warranty Info""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""License""}]"
