name,asset_category_name,description,is_active
Sub Category 2951,Category 51,Description for sub category 2951,1
Sub Category 2952,Category 52,Description for sub category 2952,1
Sub Category 2953,Category 53,Description for sub category 2953,1
Sub Category 2954,Category 54,Description for sub category 2954,1
Sub Category 2955,Category 55,Description for sub category 2955,1
Sub Category 2956,Category 56,Description for sub category 2956,1
Sub Category 2957,Category 57,Description for sub category 2957,1
Sub Category 2958,Category 58,Description for sub category 2958,1
Sub Category 2959,Category 59,Description for sub category 2959,1
Sub Category 2960,Category 60,Description for sub category 2960,1
Sub Category 2961,Category 61,Description for sub category 2961,1
Sub Category 2962,Category 62,Description for sub category 2962,1
Sub Category 2963,Category 63,Description for sub category 2963,1
Sub Category 2964,Category 64,Description for sub category 2964,1
Sub Category 2965,Category 65,Description for sub category 2965,1
Sub Category 2966,Category 66,Description for sub category 2966,1
Sub Category 2967,Category 67,Description for sub category 2967,1
Sub Category 2968,Category 68,Description for sub category 2968,1
Sub Category 2969,Category 69,Description for sub category 2969,1
Sub Category 2970,Category 70,Description for sub category 2970,1
Sub Category 2971,Category 71,Description for sub category 2971,1
Sub Category 2972,Category 72,Description for sub category 2972,1
Sub Category 2973,Category 73,Description for sub category 2973,1
Sub Category 2974,Category 74,Description for sub category 2974,1
Sub Category 2975,Category 75,Description for sub category 2975,1
Sub Category 2976,Category 76,Description for sub category 2976,1
Sub Category 2977,Category 77,Description for sub category 2977,1
Sub Category 2978,Category 78,Description for sub category 2978,1
Sub Category 2979,Category 79,Description for sub category 2979,1
Sub Category 2980,Category 80,Description for sub category 2980,1
Sub Category 2981,Category 81,Description for sub category 2981,1
Sub Category 2982,Category 82,Description for sub category 2982,1
Sub Category 2983,Category 83,Description for sub category 2983,1
Sub Category 2984,Category 84,Description for sub category 2984,1
Sub Category 2985,Category 85,Description for sub category 2985,1
Sub Category 2986,Category 86,Description for sub category 2986,1
Sub Category 2987,Category 87,Description for sub category 2987,1
Sub Category 2988,Category 88,Description for sub category 2988,1
Sub Category 2989,Category 89,Description for sub category 2989,1
Sub Category 2990,Category 90,Description for sub category 2990,1
Sub Category 2991,Category 91,Description for sub category 2991,1
Sub Category 2992,Category 92,Description for sub category 2992,1
Sub Category 2993,Category 93,Description for sub category 2993,1
Sub Category 2994,Category 94,Description for sub category 2994,1
Sub Category 2995,Category 95,Description for sub category 2995,1
Sub Category 2996,Category 96,Description for sub category 2996,1
Sub Category 2997,Category 97,Description for sub category 2997,1
Sub Category 2998,Category 98,Description for sub category 2998,1
Sub Category 2999,Category 99,Description for sub category 2999,1
Sub Category 3000,Category 100,Description for sub category 3000,1
Sub Category 3001,Category 1,Description for sub category 3001,1
Sub Category 3002,Category 2,Description for sub category 3002,1
Sub Category 3003,Category 3,Description for sub category 3003,1
Sub Category 3004,Category 4,Description for sub category 3004,1
Sub Category 3005,Category 5,Description for sub category 3005,1
Sub Category 3006,Category 6,Description for sub category 3006,1
Sub Category 3007,Category 7,Description for sub category 3007,1
Sub Category 3008,Category 8,Description for sub category 3008,1
Sub Category 3009,Category 9,Description for sub category 3009,1
Sub Category 3010,Category 10,Description for sub category 3010,1
Sub Category 3011,Category 11,Description for sub category 3011,1
Sub Category 3012,Category 12,Description for sub category 3012,1
Sub Category 3013,Category 13,Description for sub category 3013,1
Sub Category 3014,Category 14,Description for sub category 3014,1
Sub Category 3015,Category 15,Description for sub category 3015,1
Sub Category 3016,Category 16,Description for sub category 3016,1
Sub Category 3017,Category 17,Description for sub category 3017,1
Sub Category 3018,Category 18,Description for sub category 3018,1
Sub Category 3019,Category 19,Description for sub category 3019,1
Sub Category 3020,Category 20,Description for sub category 3020,1
Sub Category 3021,Category 21,Description for sub category 3021,1
Sub Category 3022,Category 22,Description for sub category 3022,1
Sub Category 3023,Category 23,Description for sub category 3023,1
Sub Category 3024,Category 24,Description for sub category 3024,1
Sub Category 3025,Category 25,Description for sub category 3025,1
Sub Category 3026,Category 26,Description for sub category 3026,1
Sub Category 3027,Category 27,Description for sub category 3027,1
Sub Category 3028,Category 28,Description for sub category 3028,1
Sub Category 3029,Category 29,Description for sub category 3029,1
Sub Category 3030,Category 30,Description for sub category 3030,1
Sub Category 3031,Category 31,Description for sub category 3031,1
Sub Category 3032,Category 32,Description for sub category 3032,1
Sub Category 3033,Category 33,Description for sub category 3033,1
Sub Category 3034,Category 34,Description for sub category 3034,1
Sub Category 3035,Category 35,Description for sub category 3035,1
Sub Category 3036,Category 36,Description for sub category 3036,1
Sub Category 3037,Category 37,Description for sub category 3037,1
Sub Category 3038,Category 38,Description for sub category 3038,1
Sub Category 3039,Category 39,Description for sub category 3039,1
Sub Category 3040,Category 40,Description for sub category 3040,1
Sub Category 3041,Category 41,Description for sub category 3041,1
Sub Category 3042,Category 42,Description for sub category 3042,1
Sub Category 3043,Category 43,Description for sub category 3043,1
Sub Category 3044,Category 44,Description for sub category 3044,1
Sub Category 3045,Category 45,Description for sub category 3045,1
Sub Category 3046,Category 46,Description for sub category 3046,1
Sub Category 3047,Category 47,Description for sub category 3047,1
Sub Category 3048,Category 48,Description for sub category 3048,1
Sub Category 3049,Category 49,Description for sub category 3049,1
Sub Category 3050,Category 50,Description for sub category 3050,1
Sub Category 3051,Category 51,Description for sub category 3051,1
Sub Category 3052,Category 52,Description for sub category 3052,1
Sub Category 3053,Category 53,Description for sub category 3053,1
Sub Category 3054,Category 54,Description for sub category 3054,1
Sub Category 3055,Category 55,Description for sub category 3055,1
Sub Category 3056,Category 56,Description for sub category 3056,1
Sub Category 3057,Category 57,Description for sub category 3057,1
Sub Category 3058,Category 58,Description for sub category 3058,1
Sub Category 3059,Category 59,Description for sub category 3059,1
Sub Category 3060,Category 60,Description for sub category 3060,1
Sub Category 3061,Category 61,Description for sub category 3061,1
Sub Category 3062,Category 62,Description for sub category 3062,1
Sub Category 3063,Category 63,Description for sub category 3063,1
Sub Category 3064,Category 64,Description for sub category 3064,1
Sub Category 3065,Category 65,Description for sub category 3065,1
Sub Category 3066,Category 66,Description for sub category 3066,1
Sub Category 3067,Category 67,Description for sub category 3067,1
Sub Category 3068,Category 68,Description for sub category 3068,1
Sub Category 3069,Category 69,Description for sub category 3069,1
Sub Category 3070,Category 70,Description for sub category 3070,1
Sub Category 3071,Category 71,Description for sub category 3071,1
Sub Category 3072,Category 72,Description for sub category 3072,1
Sub Category 3073,Category 73,Description for sub category 3073,1
Sub Category 3074,Category 74,Description for sub category 3074,1
Sub Category 3075,Category 75,Description for sub category 3075,1
Sub Category 3076,Category 76,Description for sub category 3076,1
Sub Category 3077,Category 77,Description for sub category 3077,1
Sub Category 3078,Category 78,Description for sub category 3078,1
Sub Category 3079,Category 79,Description for sub category 3079,1
Sub Category 3080,Category 80,Description for sub category 3080,1
Sub Category 3081,Category 81,Description for sub category 3081,1
Sub Category 3082,Category 82,Description for sub category 3082,1
Sub Category 3083,Category 83,Description for sub category 3083,1
Sub Category 3084,Category 84,Description for sub category 3084,1
Sub Category 3085,Category 85,Description for sub category 3085,1
Sub Category 3086,Category 86,Description for sub category 3086,1
